age,marital,address,income,inccat,car,carcat,ed,employ,retire,empcat,jobsat,gender,reside,wireless,multline,voice,pager,internet,callid,callwait,owntv,ownvcr,owncd,ownpda,ownpc,ownfax,news,response
56,Married,7,86,$75+,42.5,Luxury,Did not complete high school,29,0,3,4,m,2,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1
31,Married,3,42,$25 - $49,20.6,Standard,Did not complete high school,13,0,2,2,m,3,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1
29,Married,10,29,$25 - $49,14.3,Economy,Some college,1,0,1,2,m,3,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1
51,Married,23,77,$75+,38.5,Luxury,Some college,0,0,1,1,f,4,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1
25,Married,2,22,Under $25,11.2,Economy,Did not complete high school,5,0,2,3,f,5,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1
44,Married,3,139,$75+,70.3,Luxury,College degree,14,0,2,5,m,2,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1
35,Unmarried,14,35,$25 - $49,17.400000000000002,Standard,High school degree,4,0,1,4,f,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1
29,Unmarried,0,30,$25 - $49,14.9,Economy,Some college,7,0,2,3,m,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1
60,Married,8,114,$75+,57.2,Luxury,College degree,27,0,3,3,m,4,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1
49,Married,28,38,$25 - $49,18.7,Standard,College degree,0,0,1,1,f,2,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
21,Unmarried,2,28,$25 - $49,13.6,Economy,Some college,0,0,1,3,m,4,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1
63,Unmarried,6,11,Under $25,5.4,Economy,High school degree,17,1,3,4,f,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1
20,Unmarried,1,18,Under $25,9.1,Economy,Some college,0,0,1,1,m,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1
33,Unmarried,11,36,$25 - $49,17.3,Standard,Did not complete high school,10,0,2,1,f,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1
61,Unmarried,28,24,Under $25,11.8,Economy,Did not complete high school,1,0,1,1,m,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1
53,Married,32,34,$25 - $49,16.5,Standard,Some college,12,0,2,3,f,4,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1
35,Unmarried,1,47,$25 - $49,23.9,Standard,Some college,14,0,2,5,m,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1
46,Unmarried,2,49,$25 - $49,23.9,Standard,Did not complete high school,22,0,3,4,f,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1
23,Unmarried,1,19,Under $25,9.3,Economy,Did not complete high school,0,0,1,2,f,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
47,Unmarried,12,57,$50 - $74,29.5,Standard,High school degree,6,0,2,2,f,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1
49,Married,29,86,$75+,43.3,Luxury,High school degree,2,0,1,4,f,2,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1
43,Unmarried,6,101,$75+,49.400000000000006,Luxury,College degree,1,0,1,1,f,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1
64,Unmarried,3,11,Under $25,5.6000000000000005,Economy,College degree,31,1,3,4,f,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1
53,Married,19,227,$75+,76.3,Luxury,High school degree,28,0,3,5,m,4,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1
32,Married,5,18,Under $25,9,Economy,High school degree,3,0,1,3,f,4,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0
28,Married,9,43,$25 - $49,21,Standard,College degree,2,0,1,3,f,5,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0
25,Married,6,26,$25 - $49,12.9,Economy,College degree,1,0,1,1,f,4,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
31,Married,11,25,$25 - $49,12.4,Economy,Post-undergraduate degree,2,0,1,2,m,4,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1
46,Unmarried,6,77,$75+,37.6,Luxury,Some college,16,0,3,4,f,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1
34,Married,14,31,$25 - $49,15.8,Standard,Did not complete high school,9,0,2,1,f,5,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1
26,Married,1,23,Under $25,11.7,Economy,Did not complete high school,10,0,2,3,f,5,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1
42,Married,23,41,$25 - $49,21.200000000000003,Standard,Did not complete high school,12,0,2,4,m,6,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
58,Married,29,496,$75+,78.6,Luxury,Some college,34,0,3,5,f,4,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
55,Unmarried,29,89,$75+,43.8,Luxury,College degree,19,0,3,3,m,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1
63,Married,26,91,$75+,45,Luxury,High school degree,22,0,3,3,f,2,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1
59,Married,11,141,$75+,70,Luxury,Did not complete high school,23,0,3,5,m,2,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1
43,Married,14,54,$50 - $74,27,Standard,High school degree,12,0,2,4,m,4,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1
41,Unmarried,10,27,$25 - $49,14.1,Economy,Did not complete high school,3,0,1,2,f,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1
34,Married,13,33,$25 - $49,17,Standard,Some college,3,0,1,3,m,2,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1
19,Unmarried,0,16,Under $25,8,Economy,High school degree,0,0,1,1,f,3,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1
27,Unmarried,5,26,$25 - $49,12.8,Economy,Did not complete high school,9,0,2,2,m,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1
38,Unmarried,2,43,$25 - $49,21.9,Standard,Some college,5,0,2,4,m,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1
59,Unmarried,10,39,$25 - $49,19.1,Standard,Some college,1,0,1,3,m,1,0,1,1,0,NA,0,0,1,1,1,0,0,0,0,1
21,Married,2,19,Under $25,9.6,Economy,Some college,0,0,1,2,m,4,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1
36,Married,16,40,$25 - $49,20.3,Standard,High school degree,13,0,2,4,m,2,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1
43,Married,6,34,$25 - $49,17.1,Standard,High school degree,6,0,2,5,m,3,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1
41,Married,22,24,Under $25,11.9,Economy,Did not complete high school,5,0,2,3,f,3,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1
52,Unmarried,28,27,$25 - $49,13.2,Economy,High school degree,2,0,1,4,m,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
25,Married,4,26,$25 - $49,12.8,Economy,High school degree,4,0,1,5,m,6,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1
24,Married,4,24,Under $25,11.9,Economy,Some college,1,0,1,1,m,3,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1
32,Unmarried,0,59,$50 - $74,29.200000000000003,Standard,High school degree,8,0,2,3,m,2,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
60,Married,15,372,$75+,79.3,Luxury,Did not complete high school,44,0,3,4,m,2,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1
54,Unmarried,0,31,$25 - $49,15.2,Standard,Post-undergraduate degree,16,0,3,2,f,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1
35,Unmarried,11,26,$25 - $49,12.8,Economy,High school degree,2,0,1,1,m,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
46,Married,23,60,$50 - $74,28.700000000000003,Standard,Did not complete high school,14,0,2,5,m,2,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1
25,Married,6,31,$25 - $49,15.4,Standard,High school degree,3,0,1,2,m,3,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
34,Married,8,24,Under $25,12.3,Economy,High school degree,2,0,1,1,m,4,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1
30,Unmarried,8,37,$25 - $49,18.7,Standard,Did not complete high school,10,0,2,4,m,2,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1
24,Married,3,27,$25 - $49,13.5,Economy,College degree,0,0,1,2,f,3,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1
34,Married,15,36,$25 - $49,17.6,Standard,Some college,0,0,1,1,m,6,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1
59,Married,34,250,$75+,80.2,Luxury,Some college,34,0,3,5,m,3,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1
38,Married,18,86,$75+,43.5,Luxury,Some college,17,0,3,4,m,3,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1
36,Married,13,29,$25 - $49,14.5,Economy,Some college,3,0,1,3,f,5,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1
33,Married,13,22,Under $25,11.3,Economy,High school degree,10,0,2,4,f,3,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1
34,Married,10,29,$25 - $49,14.5,Economy,Post-undergraduate degree,4,0,1,2,f,4,0,1,1,0,NA,1,0,1,1,1,0,0,0,1,1
57,Unmarried,9,525,$75+,83.6,Luxury,Some college,34,0,3,5,f,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1
36,Unmarried,5,46,$25 - $49,23.4,Standard,College degree,5,0,2,4,m,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1
39,Married,14,41,$25 - $49,20.4,Standard,Some college,0,0,1,1,f,2,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
26,Married,0,34,$25 - $49,16.900000000000002,Standard,Some college,2,0,1,3,m,4,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1
42,Married,3,52,$50 - $74,25.4,Standard,Some college,15,0,3,5,m,2,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1
33,Unmarried,6,121,$75+,60.8,Luxury,College degree,8,0,2,4,m,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
42,Unmarried,5,33,$25 - $49,16.400000000000002,Standard,Some college,0,0,1,1,f,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
46,Unmarried,0,35,$25 - $49,17.6,Standard,College degree,6,0,2,2,f,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1
28,Married,9,25,$25 - $49,11.9,Economy,Post-undergraduate degree,1,0,1,3,f,6,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1
40,Unmarried,16,36,$25 - $49,17.900000000000002,Standard,Some college,3,0,1,2,f,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1
47,Married,23,35,$25 - $49,17.5,Standard,High school degree,2,0,1,4,m,4,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1
25,Married,1,28,$25 - $49,13.6,Economy,High school degree,5,0,2,2,f,4,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1
30,Unmarried,9,21,Under $25,10.1,Economy,Post-undergraduate degree,1,0,1,2,m,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1
57,Unmarried,20,148,$75+,72.8,Luxury,Post-undergraduate degree,16,0,3,4,f,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1
23,Married,0,36,$25 - $49,18,Standard,College degree,0,0,1,2,m,6,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1
23,Unmarried,0,13,Under $25,6.4,Economy,Some college,1,0,1,4,m,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1
38,Married,0,34,$25 - $49,16.8,Standard,College degree,11,0,2,3,f,4,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1
37,Unmarried,8,39,$25 - $49,19.8,Standard,High school degree,5,0,2,2,m,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1
47,Unmarried,7,19,Under $25,9.5,Economy,Did not complete high school,2,0,1,1,f,1,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1
20,Married,0,37,$25 - $49,18.5,Standard,Some college,0,0,1,1,f,4,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1
19,Married,0,14,Under $25,7.2,Economy,Did not complete high school,0,0,1,1,m,3,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
26,Unmarried,2,22,Under $25,10.7,Economy,Did not complete high school,7,0,2,3,m,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1
25,Unmarried,1,95,$75+,46.1,Luxury,College degree,2,0,1,1,f,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1
39,Unmarried,19,31,$25 - $49,15.6,Standard,College degree,15,0,3,4,m,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1
31,Married,5,26,$25 - $49,13,Economy,Post-undergraduate degree,2,0,1,2,f,3,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1
37,Unmarried,13,31,$25 - $49,15.4,Standard,Did not complete high school,5,0,2,4,m,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1
44,Married,19,24,Under $25,12.2,Economy,Post-undergraduate degree,12,0,2,2,m,5,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1
43,Unmarried,6,73,$50 - $74,37,Luxury,Some college,19,0,3,4,f,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1
50,Unmarried,31,35,$25 - $49,17.400000000000002,Standard,Did not complete high school,11,0,2,3,m,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1
45,Unmarried,23,16,Under $25,7.9,Economy,Did not complete high school,1,0,1,1,m,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1
62,Married,10,99,$75+,46.8,Luxury,Some college,33,0,3,5,m,2,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1
51,Married,14,36,$25 - $49,18.3,Standard,High school degree,4,0,1,5,m,2,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1
34,Unmarried,14,66,$50 - $74,32,Luxury,High school degree,14,0,2,4,m,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
47,Unmarried,7,121,$75+,59.7,Luxury,High school degree,22,0,3,2,f,3,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1
49,Married,7,66,$50 - $74,32.6,Luxury,College degree,13,0,2,3,f,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
40,Unmarried,16,61,$50 - $74,30.5,Luxury,Did not complete high school,17,0,3,4,f,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1
37,Married,9,88,$75+,43.1,Luxury,Some college,6,0,2,3,f,5,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
32,Married,6,30,$25 - $49,15.1,Standard,Some college,0,0,1,1,m,3,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1
57,Married,2,19,Under $25,9.5,Economy,Did not complete high school,25,1,3,1,m,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
26,Unmarried,6,16,Under $25,7.9,Economy,Did not complete high school,5,0,2,4,f,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1
36,Unmarried,0,37,$25 - $49,18.5,Standard,Some college,0,0,1,1,m,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1
29,Married,8,93,$75+,46.900000000000006,Luxury,College degree,0,0,1,1,f,4,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1
22,Married,1,35,$25 - $49,17.5,Standard,College degree,0,0,1,1,f,2,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1
28,Married,3,15,Under $25,7.4,Economy,Some college,0,0,1,1,m,5,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
44,Unmarried,15,46,$25 - $49,22.1,Standard,High school degree,11,0,2,2,m,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1
21,Married,1,14,Under $25,7,Economy,Did not complete high school,2,0,1,3,m,5,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1
39,Unmarried,16,28,$25 - $49,14.1,Economy,High school degree,7,0,2,3,f,2,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1
43,Married,15,22,Under $25,11.1,Economy,High school degree,4,0,1,4,m,2,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1
30,Married,6,39,$25 - $49,19.4,Standard,College degree,6,0,2,3,m,4,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1
35,Married,3,21,Under $25,10.1,Economy,Did not complete high school,6,0,2,1,f,5,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
54,Married,9,236,$75+,76.9,Luxury,Some college,25,0,3,4,m,2,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1
48,Married,25,173,$75+,86.2,Luxury,College degree,22,0,3,4,m,2,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1
30,Unmarried,3,46,$25 - $49,22.200000000000003,Standard,College degree,0,0,1,2,m,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1
34,Unmarried,1,62,$50 - $74,30.700000000000003,Luxury,High school degree,9,0,2,5,f,4,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1
58,Married,30,125,$75+,61.900000000000006,Luxury,Did not complete high school,34,0,3,4,f,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
62,Unmarried,13,35,$25 - $49,17.400000000000002,Standard,Did not complete high school,14,0,2,2,m,1,1,1,0,1,NA,1,1,1,1,1,0,1,1,1,1
39,Unmarried,2,49,$25 - $49,24.700000000000003,Standard,Did not complete high school,18,0,3,5,m,2,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1
60,Married,3,109,$75+,53.900000000000006,Luxury,Did not complete high school,28,0,3,4,m,2,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1
64,Unmarried,43,106,$75+,53.1,Luxury,High school degree,22,0,3,5,f,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
43,Married,8,52,$50 - $74,25.4,Standard,College degree,14,0,2,4,m,2,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1
42,Married,17,23,Under $25,11.2,Economy,Did not complete high school,0,0,1,2,f,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
19,Unmarried,0,34,$25 - $49,17.1,Standard,High school degree,0,0,1,2,m,2,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1
37,Married,10,29,$25 - $49,14.7,Economy,Some college,5,0,2,3,f,3,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1
57,Married,32,25,$25 - $49,12.9,Economy,Did not complete high school,10,0,2,4,m,2,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1
57,Married,8,21,Under $25,10.7,Economy,Did not complete high school,3,0,1,4,m,3,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0
23,Married,2,18,Under $25,9,Economy,Did not complete high school,3,0,1,4,m,2,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
39,Unmarried,9,53,$50 - $74,24.6,Standard,High school degree,7,0,2,3,f,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
35,Unmarried,13,34,$25 - $49,17.2,Standard,High school degree,6,0,2,3,f,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
34,Married,6,54,$50 - $74,25.9,Standard,College degree,7,0,2,4,f,3,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1
46,Unmarried,15,174,$75+,87.5,Luxury,Did not complete high school,28,0,3,5,f,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1
48,Married,8,139,$75+,69.5,Luxury,High school degree,28,0,3,5,m,2,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1
37,Unmarried,0,32,$25 - $49,16.1,Standard,Did not complete high school,11,0,2,2,f,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
28,Unmarried,5,32,$25 - $49,15.5,Standard,Did not complete high school,12,0,2,3,m,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1
26,Married,1,17,Under $25,8.5,Economy,College degree,1,0,1,1,f,3,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1
62,Married,3,81,$75+,41.2,Luxury,Some college,23,1,3,5,m,2,0,0,1,0,NA,0,1,1,1,1,0,0,0,0,1
63,Married,23,94,$75+,46.400000000000006,Luxury,High school degree,38,0,3,5,m,3,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0
32,Married,6,29,$25 - $49,14.1,Economy,Did not complete high school,5,0,2,4,m,5,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1
49,Unmarried,19,170,$75+,85.30000000000001,Luxury,High school degree,12,0,2,3,m,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0
49,Married,10,23,Under $25,10.7,Economy,Did not complete high school,3,0,1,2,m,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
22,Unmarried,1,26,$25 - $49,13,Economy,Some college,1,0,1,1,f,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1
53,Married,12,77,$75+,38.900000000000006,Luxury,Did not complete high school,24,0,3,3,m,2,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1
34,Married,9,107,$75+,52.6,Luxury,High school degree,11,0,2,5,f,4,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1
52,Married,0,184,$75+,91.5,Luxury,Some college,25,0,3,5,f,2,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1
43,Unmarried,23,18,Under $25,9,Economy,College degree,3,0,1,3,f,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1
40,Married,20,31,$25 - $49,15.4,Standard,Did not complete high school,4,0,1,3,m,2,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1
52,Unmarried,19,23,Under $25,11.2,Economy,High school degree,2,0,1,1,m,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1
56,Unmarried,36,128,$75+,63.8,Luxury,Some college,25,0,3,3,m,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1
48,Married,17,96,$75+,46.2,Luxury,High school degree,23,0,3,4,f,4,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1
38,Unmarried,7,21,Under $25,10.8,Economy,High school degree,5,0,2,3,m,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
34,Married,0,38,$25 - $49,18.7,Standard,College degree,0,0,1,3,f,4,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1
46,Married,2,60,$50 - $74,28.8,Standard,High school degree,8,0,2,2,m,2,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1
60,Unmarried,22,34,$25 - $49,16.7,Standard,Some college,2,0,1,3,m,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1
31,Unmarried,4,32,$25 - $49,16.3,Standard,High school degree,5,0,2,1,m,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1
30,Married,9,34,$25 - $49,17,Standard,High school degree,9,0,2,5,m,3,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1
41,Unmarried,17,67,$50 - $74,33.1,Luxury,Did not complete high school,16,0,3,5,f,3,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1
49,Married,25,47,$25 - $49,23.5,Standard,High school degree,0,0,1,4,f,3,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1
27,Married,3,34,$25 - $49,16.5,Standard,High school degree,7,0,2,3,f,6,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1
25,Married,5,25,$25 - $49,12.4,Economy,Some college,0,0,1,1,f,3,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0
28,Married,2,42,$25 - $49,21.4,Standard,Did not complete high school,11,0,2,4,m,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
30,Unmarried,0,63,$50 - $74,31.8,Luxury,College degree,6,0,2,2,m,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1
26,Married,0,19,Under $25,9.5,Economy,College degree,1,0,1,2,m,5,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1
32,Unmarried,13,46,$25 - $49,22.5,Standard,Did not complete high school,11,0,2,2,f,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1
38,Unmarried,13,71,$50 - $74,35.2,Luxury,Post-undergraduate degree,3,0,1,3,f,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1
30,Married,3,21,Under $25,10.6,Economy,High school degree,2,0,1,1,m,4,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
50,Married,7,157,$75+,77.80000000000001,Luxury,College degree,18,0,3,5,m,2,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1
44,Unmarried,25,132,$75+,65.2,Luxury,High school degree,15,0,3,3,m,2,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1
38,Unmarried,13,30,$25 - $49,14.7,Economy,Did not complete high school,8,0,2,5,m,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
44,Unmarried,7,33,$25 - $49,16.3,Standard,High school degree,0,0,1,1,f,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1
28,Married,5,29,$25 - $49,13.8,Economy,College degree,3,0,1,2,m,4,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1
33,Unmarried,6,80,$75+,39.5,Luxury,Some college,7,0,2,4,f,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1
30,Married,2,25,$25 - $49,12.6,Economy,College degree,5,0,2,2,f,2,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1
26,Married,1,28,$25 - $49,14,Economy,High school degree,4,0,1,3,m,3,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1
37,Unmarried,4,30,$25 - $49,15,Standard,Some college,0,0,1,2,f,3,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1
39,Married,14,26,$25 - $49,12.7,Economy,Did not complete high school,5,0,2,2,m,2,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1
31,Married,4,26,$25 - $49,13.3,Economy,High school degree,2,0,1,2,f,7,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0
50,Married,7,65,$50 - $74,32.1,Luxury,College degree,19,0,3,4,m,2,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
29,Married,0,24,Under $25,11.5,Economy,College degree,5,0,2,2,m,4,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1
39,Married,7,34,$25 - $49,17,Standard,Post-undergraduate degree,3,0,1,3,f,4,1,1,1,1,NA,1,0,1,1,1,1,1,1,0,1
39,Married,19,47,$25 - $49,22.6,Standard,High school degree,17,0,3,2,m,2,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1
53,Married,16,26,$25 - $49,12.9,Economy,High school degree,2,0,1,2,f,3,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1
71,Married,30,32,$25 - $49,16,Standard,Did not complete high school,20,1,3,5,f,2,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1
60,Unmarried,27,61,$50 - $74,30.9,Luxury,Post-undergraduate degree,6,0,2,2,f,2,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1
42,Married,8,79,$75+,39.5,Luxury,Did not complete high school,13,0,2,4,f,2,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
36,Unmarried,7,95,$75+,46.8,Luxury,College degree,2,0,1,3,m,2,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1
48,Married,10,77,$75+,37.5,Luxury,High school degree,8,0,2,2,m,4,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1
42,Unmarried,8,56,$50 - $74,27.8,Standard,High school degree,10,0,2,4,m,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
